Date,Quarter,Allocated,Weathered
2024-02-01,0.5,False,False
2024-02-01,1.5,False,False
2024-02-01,2.5,False,False
2024-02-01,3.5,False,False
2024-02-02,0.5,False,False
2024-02-02,1.5,False,False
2024-02-02,2.5,False,False
2024-02-02,3.5,False,False
2024-02-03,0.5,False,False
2024-02-03,1.5,False,False
2024-02-03,2.5,False,False
2024-02-03,3.5,False,False
2024-02-04,0.5,False,False
2024-02-04,1.5,False,False
2024-02-04,2.5,False,False
2024-02-04,3.5,False,False
2024-02-05,0.5,False,False
2024-02-05,1.5,False,False
2024-02-05,2.5,False,False
2024-02-05,3.5,False,False
2024-02-06,0.5,False,False
2024-02-06,1.5,False,False
2024-02-06,2.5,False,False
2024-02-06,3.5,False,False
2024-02-07,0.5,False,False
2024-02-07,1.5,False,False
2024-02-07,2.5,False,False
2024-02-07,3.5,False,False
2024-02-08,0.5,False,False
2024-02-08,1.5,False,False
2024-02-08,2.5,False,False
2024-02-08,3.5,False,False
2024-02-09,0.5,False,False
2024-02-09,1.5,False,False
2024-02-09,2.5,False,False
2024-02-09,3.5,False,False
2024-02-10,0.5,False,False
2024-02-10,1.5,False,False
2024-02-10,2.5,False,False
2024-02-10,3.5,False,False
2024-02-11,0.5,False,False
2024-02-11,1.5,False,False
2024-02-11,2.5,False,False
2024-02-11,3.5,False,False
2024-02-12,0.5,False,False
2024-02-12,1.5,False,False
2024-02-12,2.5,False,False
2024-02-12,3.5,False,False
2024-02-13,0.5,False,False
2024-02-13,1.5,False,False
2024-02-13,2.5,False,False
2024-02-13,3.5,False,False
2024-02-14,0.5,False,False
2024-02-14,1.5,False,False
2024-02-14,2.5,False,False
2024-02-14,3.5,False,False
2024-02-15,0.5,False,False
2024-02-15,1.5,False,False
2024-02-15,2.5,False,False
2024-02-15,3.5,False,False
2024-02-16,0.5,False,False
2024-02-16,1.5,False,False
2024-02-16,2.5,False,False
2024-02-16,3.5,False,False
2024-02-17,0.5,False,False
2024-02-17,1.5,False,False
2024-02-17,2.5,False,False
2024-02-17,3.5,False,False
2024-02-18,0.5,False,False
2024-02-18,1.5,False,False
2024-02-18,2.5,False,False
2024-02-18,3.5,False,False
2024-02-19,0.5,False,False
2024-02-19,1.5,False,False
2024-02-19,2.5,False,False
2024-02-19,3.5,False,False
2024-02-20,0.5,False,False
2024-02-20,1.5,False,False
2024-02-20,2.5,False,False
2024-02-20,3.5,False,False
2024-02-21,0.5,False,False
2024-02-21,1.5,False,False
2024-02-21,2.5,False,False
2024-02-21,3.5,False,False
2024-02-22,0.5,False,False
2024-02-22,1.5,False,False
2024-02-22,2.5,False,False
2024-02-22,3.5,False,False
2024-02-23,0.5,False,False
2024-02-23,1.5,False,False
2024-02-23,2.5,False,False
2024-02-23,3.5,False,False
2024-02-24,0.5,False,False
2024-02-24,1.5,False,False
2024-02-24,2.5,True,False
2024-02-24,3.5,True,False
2024-02-25,0.5,False,False
2024-02-25,1.5,False,False
2024-02-25,2.5,True,False
2024-02-25,3.5,True,False
2024-02-26,0.5,False,False
2024-02-26,1.5,False,False
2024-02-26,2.5,True,False
2024-02-26,3.5,True,False
2024-02-27,0.5,False,False
2024-02-27,1.5,False,False
2024-02-27,2.5,True,False
2024-02-27,3.5,True,False
2024-02-28,0.5,False,False
2024-02-28,1.5,False,False
2024-02-28,2.5,False,False
2024-02-28,3.5,False,False
2024-02-29,0.5,False,False
2024-02-29,1.5,False,False
2024-02-29,2.5,False,False
2024-02-29,3.5,False,False
2024-03-01,0.5,False,False
2024-03-01,1.5,False,False
2024-03-01,2.5,True,False
2024-03-01,3.5,True,False
2024-03-02,0.5,False,False
2024-03-02,1.5,False,False
2024-03-02,2.5,False,False
2024-03-02,3.5,False,False
2024-03-03,0.5,False,False
2024-03-03,1.5,False,False
2024-03-03,2.5,False,False
2024-03-03,3.5,True,False
2024-03-04,0.5,False,False
2024-03-04,1.5,False,False
2024-03-04,2.5,False,False
2024-03-04,3.5,False,False
2024-03-05,0.5,False,False
2024-03-05,1.5,False,False
2024-03-05,2.5,False,False
2024-03-05,3.5,False,False
2024-03-06,0.5,False,False
2024-03-06,1.5,False,False
2024-03-06,2.5,False,False
2024-03-06,3.5,False,False
2024-03-07,0.5,False,False
2024-03-07,1.5,False,False
2024-03-07,2.5,False,False
2024-03-07,3.5,False,False
2024-03-08,0.5,False,False
2024-03-08,1.5,False,False
2024-03-08,2.5,False,False
2024-03-08,3.5,False,False
2024-03-09,0.5,False,False
2024-03-09,1.5,False,False
2024-03-09,2.5,False,False
2024-03-09,3.5,False,False
2024-03-10,0.5,False,False
2024-03-10,1.5,False,False
2024-03-10,2.5,False,False
2024-03-10,3.5,False,False
2024-03-11,0.5,False,False
2024-03-11,1.5,False,False
2024-03-11,2.5,False,False
2024-03-11,3.5,False,False
2024-03-12,0.5,False,False
2024-03-12,1.5,False,False
2024-03-12,2.5,False,False
2024-03-12,3.5,False,False
2024-03-13,0.5,False,False
2024-03-13,1.5,False,False
2024-03-13,2.5,False,False
2024-03-13,3.5,False,False
2024-03-14,0.5,False,False
2024-03-14,1.5,False,False
2024-03-14,2.5,False,False
2024-03-14,3.5,False,False
2024-03-15,0.5,False,False
2024-03-15,1.5,False,False
2024-03-15,2.5,False,False
2024-03-15,3.5,False,False
2024-03-16,0.5,False,False
2024-03-16,1.5,False,False
2024-03-16,2.5,True,False
2024-03-16,3.5,True,False
2024-03-17,0.5,False,False
2024-03-17,1.5,False,False
2024-03-17,2.5,True,False
2024-03-17,3.5,True,False
2024-03-18,0.5,False,False
2024-03-18,1.5,False,False
2024-03-18,2.5,True,False
2024-03-18,3.5,True,False
2024-03-19,0.5,False,False
2024-03-19,1.5,False,False
2024-03-19,2.5,False,False
2024-03-19,3.5,False,False
2024-03-20,0.5,True,False
2024-03-20,1.5,True,False
2024-03-20,2.5,False,False
2024-03-20,3.5,False,False
2024-03-21,0.5,True,False
2024-03-21,1.5,True,False
2024-03-21,2.5,True,False
2024-03-21,3.5,True,False
2024-03-22,0.5,False,False
2024-03-22,1.5,False,False
2024-03-22,2.5,True,False
2024-03-22,3.5,True,False
2024-03-23,0.5,True,False
2024-03-23,1.5,True,False
2024-03-23,2.5,True,False
2024-03-23,3.5,True,False
2024-03-24,0.5,False,False
2024-03-24,1.5,False,False
2024-03-24,2.5,True,False
2024-03-24,3.5,True,False
2024-03-25,0.5,False,False
2024-03-25,1.5,False,False
2024-03-25,2.5,False,False
2024-03-25,3.5,False,False
2024-03-26,0.5,False,False
2024-03-26,1.5,True,False
2024-03-26,2.5,False,False
2024-03-26,3.5,False,False
2024-03-27,0.5,False,False
2024-03-27,1.5,False,False
2024-03-27,2.5,False,False
2024-03-27,3.5,False,False
2024-03-28,0.5,False,False
2024-03-28,1.5,False,False
2024-03-28,2.5,False,False
2024-03-28,3.5,False,False
2024-03-29,0.5,True,False
2024-03-29,1.5,True,False
2024-03-29,2.5,True,False
2024-03-29,3.5,True,False
2024-03-30,0.5,True,False
2024-03-30,1.5,True,False
2024-03-30,2.5,True,False
2024-03-30,3.5,True,False
2024-03-31,0.5,False,False
2024-03-31,1.5,False,False
2024-03-31,2.5,False,False
2024-03-31,3.5,False,False
2024-04-01,0.5,False,False
2024-04-01,1.5,False,False
2024-04-01,2.5,True,False
2024-04-01,3.5,True,False
2024-04-02,0.5,False,False
2024-04-02,1.5,False,False
2024-04-02,2.5,False,False
2024-04-02,3.5,False,False
2024-04-03,0.5,False,False
2024-04-03,1.5,False,False
2024-04-03,2.5,False,False
2024-04-03,3.5,False,False
2024-04-04,0.5,False,False
2024-04-04,1.5,False,False
2024-04-04,2.5,True,False
2024-04-04,3.5,True,False
2024-04-05,0.5,False,False
2024-04-05,1.5,False,False
2024-04-05,2.5,False,False
2024-04-05,3.5,False,False
2024-04-06,0.5,False,False
2024-04-06,1.5,False,False
2024-04-06,2.5,False,False
2024-04-06,3.5,False,False
2024-04-07,0.5,False,False
2024-04-07,1.5,False,False
2024-04-07,2.5,False,False
2024-04-07,3.5,False,False
2024-04-08,0.5,False,False
2024-04-08,1.5,False,False
2024-04-08,2.5,False,False
2024-04-08,3.5,False,False
2024-04-09,0.5,False,False
2024-04-09,1.5,False,False
2024-04-09,2.5,False,False
2024-04-09,3.5,False,False
2024-04-10,0.5,True,False
2024-04-10,1.5,False,False
2024-04-10,2.5,False,False
2024-04-10,3.5,False,False
2024-04-11,0.5,False,False
2024-04-11,1.5,False,False
2024-04-11,2.5,True,False
2024-04-11,3.5,True,False
2024-04-12,0.5,False,False
2024-04-12,1.5,False,False
2024-04-12,2.5,False,False
2024-04-12,3.5,False,False
2024-04-13,0.5,False,False
2024-04-13,1.5,False,False
2024-04-13,2.5,False,False
2024-04-13,3.5,False,False
2024-04-14,0.5,False,False
2024-04-14,1.5,False,False
2024-04-14,2.5,False,False
2024-04-14,3.5,False,False
2024-04-15,0.5,True,False
2024-04-15,1.5,True,False
2024-04-15,2.5,True,False
2024-04-15,3.5,True,False
2024-04-16,0.5,False,False
2024-04-16,1.5,False,False
2024-04-16,2.5,False,False
2024-04-16,3.5,False,False
2024-04-17,0.5,False,False
2024-04-17,1.5,False,False
2024-04-17,2.5,False,False
2024-04-17,3.5,False,False
2024-04-18,0.5,False,False
2024-04-18,1.5,False,False
2024-04-18,2.5,True,False
2024-04-18,3.5,True,False
2024-04-19,0.5,False,False
2024-04-19,1.5,False,False
2024-04-19,2.5,False,False
2024-04-19,3.5,False,False
2024-04-20,0.5,False,False
2024-04-20,1.5,False,False
2024-04-20,2.5,True,False
2024-04-20,3.5,True,False
2024-04-21,0.5,True,False
2024-04-21,1.5,False,False
2024-04-21,2.5,False,False
2024-04-21,3.5,False,False
2024-04-22,0.5,False,False
2024-04-22,1.5,False,False
2024-04-22,2.5,False,False
2024-04-22,3.5,False,False
2024-04-23,0.5,True,False
2024-04-23,1.5,False,False
2024-04-23,2.5,False,False
2024-04-23,3.5,False,False
2024-04-24,0.5,False,False
2024-04-24,1.5,False,False
2024-04-24,2.5,False,False
2024-04-24,3.5,False,False
2024-04-25,0.5,False,False
2024-04-25,1.5,False,False
2024-04-25,2.5,False,False
2024-04-25,3.5,False,False
2024-04-26,0.5,False,False
2024-04-26,1.5,False,False
2024-04-26,2.5,True,False
2024-04-26,3.5,True,False
2024-04-27,0.5,False,False
2024-04-27,1.5,False,False
2024-04-27,2.5,False,False
2024-04-27,3.5,False,False
2024-04-28,0.5,False,False
2024-04-28,1.5,False,False
2024-04-28,2.5,False,False
2024-04-28,3.5,False,False
2024-04-29,0.5,False,False
2024-04-29,1.5,False,False
2024-04-29,2.5,True,False
2024-04-29,3.5,True,False
2024-04-30,0.5,False,False
2024-04-30,1.5,False,False
2024-04-30,2.5,False,False
2024-04-30,3.5,False,False
2024-05-01,0.5,False,False
2024-05-01,1.5,False,False
2024-05-01,2.5,False,False
2024-05-01,3.5,False,False
2024-05-02,0.5,False,False
2024-05-02,1.5,False,False
2024-05-02,2.5,False,False
2024-05-02,3.5,False,False
2024-05-03,0.5,False,False
2024-05-03,1.5,False,False
2024-05-03,2.5,False,False
2024-05-03,3.5,False,False
2024-05-04,0.5,False,False
2024-05-04,1.5,False,False
2024-05-04,2.5,False,False
2024-05-04,3.5,False,False
2024-05-05,0.5,False,False
2024-05-05,1.5,False,False
2024-05-05,2.5,False,False
2024-05-05,3.5,False,False
2024-05-06,0.5,False,False
2024-05-06,1.5,False,False
2024-05-06,2.5,False,False
2024-05-06,3.5,False,False
2024-05-07,0.5,False,False
2024-05-07,1.5,False,False
2024-05-07,2.5,False,False
2024-05-07,3.5,False,False
2024-05-08,0.5,False,False
2024-05-08,1.5,False,False
2024-05-08,2.5,False,False
2024-05-08,3.5,False,False
2024-05-09,0.5,False,False
2024-05-09,1.5,False,False
2024-05-09,2.5,True,False
2024-05-09,3.5,True,False
2024-05-10,0.5,False,False
2024-05-10,1.5,False,False
2024-05-10,2.5,True,False
2024-05-10,3.5,True,False
2024-05-11,0.5,False,False
2024-05-11,1.5,False,False
2024-05-11,2.5,False,False
2024-05-11,3.5,False,False
2024-05-12,0.5,False,False
2024-05-12,1.5,False,False
2024-05-12,2.5,True,False
2024-05-12,3.5,True,False
2024-05-13,0.5,False,False
2024-05-13,1.5,False,False
2024-05-13,2.5,False,False
2024-05-13,3.5,False,False
2024-05-14,0.5,False,False
2024-05-14,1.5,False,False
2024-05-14,2.5,False,False
2024-05-14,3.5,False,False
2024-05-15,0.5,False,False
2024-05-15,1.5,False,False
2024-05-15,2.5,False,False
2024-05-15,3.5,False,False
2024-05-16,0.5,True,False
2024-05-16,1.5,True,False
2024-05-16,2.5,False,False
2024-05-16,3.5,False,False
2024-05-17,0.5,True,False
2024-05-17,1.5,True,False
2024-05-17,2.5,False,False
2024-05-17,3.5,False,False
2024-05-18,0.5,False,False
2024-05-18,1.5,False,False
2024-05-18,2.5,False,False
2024-05-18,3.5,False,False
2024-05-19,0.5,True,False
2024-05-19,1.5,True,False
2024-05-19,2.5,False,False
2024-05-19,3.5,False,False
2024-05-20,0.5,True,False
2024-05-20,1.5,True,False
2024-05-20,2.5,False,False
2024-05-20,3.5,False,False
2024-05-21,0.5,False,False
2024-05-21,1.5,False,False
2024-05-21,2.5,False,False
2024-05-21,3.5,False,False
2024-05-22,0.5,False,False
2024-05-22,1.5,False,False
2024-05-22,2.5,False,False
2024-05-22,3.5,False,False
2024-05-23,0.5,False,False
2024-05-23,1.5,False,False
2024-05-23,2.5,True,False
2024-05-23,3.5,True,False
2024-05-24,0.5,False,False
2024-05-24,1.5,False,False
2024-05-24,2.5,False,False
2024-05-24,3.5,False,False
2024-05-25,0.5,False,False
2024-05-25,1.5,False,False
2024-05-25,2.5,False,False
2024-05-25,3.5,False,False
2024-05-26,0.5,False,False
2024-05-26,1.5,False,False
2024-05-26,2.5,False,False
2024-05-26,3.5,False,False
2024-05-27,0.5,True,False
2024-05-27,1.5,True,False
2024-05-27,2.5,True,False
2024-05-27,3.5,True,False
2024-05-28,0.5,False,False
2024-05-28,1.5,False,False
2024-05-28,2.5,False,False
2024-05-28,3.5,False,False
2024-05-29,0.5,False,False
2024-05-29,1.5,False,False
2024-05-29,2.5,False,False
2024-05-29,3.5,False,False
2024-05-30,0.5,False,False
2024-05-30,1.5,False,False
2024-05-30,2.5,False,False
2024-05-30,3.5,False,False
2024-05-31,0.5,False,False
2024-05-31,1.5,False,False
2024-05-31,2.5,False,False
2024-05-31,3.5,False,False
2024-06-01,0.5,False,False
2024-06-01,1.5,False,False
2024-06-01,2.5,False,False
2024-06-01,3.5,False,False
2024-06-02,0.5,False,False
2024-06-02,1.5,False,False
2024-06-02,2.5,False,False
2024-06-02,3.5,False,False
2024-06-03,0.5,False,False
2024-06-03,1.5,False,False
2024-06-03,2.5,False,False
2024-06-03,3.5,False,False
2024-06-04,0.5,False,False
2024-06-04,1.5,False,False
2024-06-04,2.5,False,False
2024-06-04,3.5,False,False
2024-06-05,0.5,False,False
2024-06-05,1.5,False,False
2024-06-05,2.5,True,False
2024-06-05,3.5,True,False
2024-06-06,0.5,False,False
2024-06-06,1.5,False,False
2024-06-06,2.5,False,False
2024-06-06,3.5,False,False
2024-06-07,0.5,False,False
2024-06-07,1.5,False,False
2024-06-07,2.5,False,False
2024-06-07,3.5,False,False
2024-06-08,0.5,False,False
2024-06-08,1.5,False,False
2024-06-08,2.5,False,False
2024-06-08,3.5,False,False
2024-06-09,0.5,False,False
2024-06-09,1.5,False,False
2024-06-09,2.5,False,False
2024-06-09,3.5,False,False
2024-06-10,0.5,False,False
2024-06-10,1.5,False,False
2024-06-10,2.5,False,False
2024-06-10,3.5,False,False
2024-06-11,0.5,True,False
2024-06-11,1.5,False,False
2024-06-11,2.5,False,False
2024-06-11,3.5,False,False
2024-06-12,0.5,True,False
2024-06-12,1.5,False,False
2024-06-12,2.5,False,False
2024-06-12,3.5,False,False
2024-06-13,0.5,True,False
2024-06-13,1.5,True,False
2024-06-13,2.5,False,False
2024-06-13,3.5,False,False
2024-06-14,0.5,True,False
2024-06-14,1.5,True,False
2024-06-14,2.5,True,False
2024-06-14,3.5,True,False
2024-06-15,0.5,True,False
